id;image_path;figures_original;difference_figuren;rating;answer;fascination;participant_id;expertise;fromwhere;zuversichtlich;beurteilt;beurteiler1_yesno;beurteiler1_scaled;beurteiler2_yesno;beurteiler2_scaled;use_this;beurteiler3_yesno;ELO-RATING;accuracy_pixel_by_pixel;figuren;analogy_yes_no;time_on_board
135;11;8;1;1k6/2b2p2/6p1/6P1/Kr3N2/6P1/8/8;Weißer Königsschlag auf b4 eliminiert den letzten schwarzen Schwerfigur, was in rapidem Materialabtausch resultiert. Die Stellung mündet in ein theoretisches Remis.;2;54f1c18c7a;Advanced;2;4;2;0;3;1;4;;1.0;1432;0.75;9;1;31.0799
137;12;8;-1;8/2b1k3/8/3p4/3PPP2/8/5K2/8;Auch das kann in einem Remi münden.;5;54f1c18c7a;Advanced;2;5;2;1;4;1;5;;;1432;0.765625;7;1;22.7181
140;15;12;-5;8/p7/P7/4k1p1/6P1/6K1/8/5B2;Ich habe nur ein paar Figuren rduziert.;3;54f1c18c7a;Advanced;2;3;2;0;3;1;4;;1.0;1432;0.859375;7;1;25.2093
141;2;8;1;Q5rk/3p1pp1/5N2/8/4B3/8/2K5/8;Die weiße Dame und der Läufer kontrollieren die Diagonale, der schwarze König ist in der Ecke festhält. Der schwarze Turm ist in einer passiven Position.;5;54f1c2a47a;Advanced;1;5;2;1;4;1;4;;;947;0.78125;9;1;35.7989
147;12;8;0;8/1p6/p7/P1p1k3/2P5/3PK3/8/8;Die Situation ist doch ähnlich wie vorher;5;54f1c2a47a;Advanced;2;2;2;1;1;1;5;;;947;0.96875;8;1;37.4777
148;8;9;2;8/8/4n3/3Q2bk/p7/1p5p/1KpB4/6R1;Turm g2 nimmt läufer g5. Wird aber genommen vom schwazren Springer auf e6. Weiße Dame gibt finales Matt nach all dem Material Austausch;4;54f1c2a47a;Advanced;2;4;2;0;3;1;4;;1.0;947;0.71875;11;1;55.5511
149;6;11;0;8/8/7k/4pPp1/3pP1P1/2pP3K/2P5/8;Dieses mal ist mir nichts groß eingefallen;5;54f1c2a47a;Advanced;2;5;2;1;1;1;4;;;947;0.984375;11;1;42.432
151;2;8;-1;7k/6bp/8/8/4B3/8/6R1/2K2R2;Die weißen Türme dominieren die offene f-Linie und die zweite Reihe, während der Läufer den schwarzen König und Springer einschränkt.;2;54f1c40c7a;Advanced;1;3;2;0;3;1;4;;1.0;949;0.796875;7;1;27.1496
152;1;7;-1;6R1/8/7k/4P3/8/4K3/5R2/7b;Matt in einem Zug durch weißen Turm;3;54f1c40c7a;Advanced;1;4;2;1;5;1;5;;;949;0.796875;6;1;37.5733
153;5;14;-9;2r5/8/2r3k1/3N4/8/8/3K4/8; Schwarz in Zugzwang. Material-Verlust unausweichlich;4;54f1c40c7a;Advanced;2;2;2;1;4;1;4;;;949;0.734375;5;1;33.354
155;11;8;0;8/1p6/p4k2/3p4/P2P3P/5K2/8/8;Auch ein typisches Remi;1;54f1c40c7a;Advanced;1;3;2;1;1;1;1;;;949;0.875;8;1;25.788
160;15;12;-6;5n2/5k2/4n3/8/1B3N2/3K4/8/8;Ein Blatt was sich selber auflöst. es wir dzum Remi kommen.;3;54f1c40c7a;Advanced;1;3;2;1;4;1;5;;;949;0.71875;6;1;15.320100000000004
162;1;7;-4;8/8/8/8/7Q/4K3/8/5k2;Matt in einem Zug durch weiße Königin;2;54f1c5387a;Advanced;1;4;2;1;5;1;3;;;1172;0.84375;3;1;12.2188
163;5;14;-9;1q3r2/8/3P4/3KN3/8/8/8/8;" Mit überlegener Strategie habe ich eine ""unaufhaltsame Gabel"" kreiert.";4;54f1c5387a;Advanced;1;1;2;1;4;1;2;;;1172;0.765625;5;1;27.8513
166;14;12;-2;3kr3/3p1pp1/8/8/8/8/3P1PP1/4RK2;Türm auf ee8 und e1 können sich gegenseitig aufopfern. Danach sind noch die gleich vielen Bauen übrig;3;54f1c5387a;Advanced;2;4;2;0;3;1;5;;1.0;1172;0.65625;10;1;33.973800000000004
169;6;11;-3;8/1ppk4/2p5/1PPP4/2K5/8/8/8;Die figuren blocken sich gegenseitig aus. ;5;54f1c5387a;Advanced;2;5;2;1;4;1;5;;;1172;0.6875;8;1;32.641
170;15;12;-7;6k1/3p4/4n3/8/2B2N2/8/7K/8;Eine Endpartie mit Pferd wird anstehen.;3;54f1c5387a;Advanced;1;3;2;1;4;1;4;;;1172;0.71875;5;1;34.5232
171;2;8;-2;4k3/4r3/8/8/2B5/5Q2/3R4/3K4;Die weiße Dame und der Turm üben Druck auf die zweite Reihe aus, während der Läufer die Diagonale kontrolliert. Der schwarze König und Turm sind in einer eingeschränkten Position auf der achten Reihe.;5;54f1c6507a;Advanced;1;3;2;1;4;1;4;;;1413;0.78125;6;1;26.341
172;1;7;-2;8/8/8/1p1Q4/k2K4/8/8/5B2;Matt in einem Zug durch Königin die auf a2 sich bewegt. Der scwarze König kann nicht fliehen.;3;54f1c6507a;Advanced;1;4;2;1;5;1;5;;;1413;0.8125;5;1;28.1668
173;5;14;-8;4n2K/6N1/4r3/5q1k/8/8/8/8;eine der seltensten Schachtaktiken aufgestellt zu haben. Meine Vierfachgabel mit dem Springer greift alle wichtigen gegnerischen Figuren an.;4;54f1c6507a;Advanced;2;2;2;1;4;1;4;;;1413;0.6875;6;1;22.741100000000003
177;12;8;-3;8/8/8/3p1k2/1p1P4/2K5/8/8;König c3 nimmt c4 Bauer. Die Bauern blieben übrig und Königen auch. Eine Pattsituatiuon;1;54f1c6507a;Advanced;2;5;2;1;4;1;5;;;1413;0.796875;5;1;20.1452
179;6;11;-3;8/5k2/5pp1/5pP1/4PP2/5K2/8/8;Die Bauern spielen sich gegenseitig aus. Das endet warhcheinlich in einem Remi;5;54f1c6507a;Advanced;2;5;2;1;4;1;3;;;1413;0.78125;8;1;33.2948
181;2;8;-2;2KR4/4RBkq/8/8/8/8/8/8;Die weißen Türme kontrollieren die 7. und 8. Reihe, während der Läufer auf f7 die gleiche Rolle wie der Springer in der Originalstellung übernimmt.;2;54f1c7727a;Advanced;2;3;2;1;2;1;2;;;973;0.859375;6;1;29.6229
183;5;14;-9;3q3r/8/7k/4N3/4K3/8/8/8;Stelle aufgebaut für klassische  unaufhaltsame Gabel. Springerzug droht. Gabel auf f7 unvermeidbar - trifft h8, d8 und h6. Materielle Verlust garantiert;4;54f1c7727a;Advanced;1;4;2;1;4;1;4;;;973;0.703125;5;1;30.4917
185;11;8;-1;8/8/1Pk1p3/4P3/8/5n2/6B1/6K1;Weiße g1 unter Attacke vom Springer auf f3, doch der Läufer kann die Diagonale halten und gleichzeitig ein Schach dem schwarzen König geben, der dann den weisen Bauern nimmt, der eine Dame hätte werden ko4nnen auf b8;5;54f1c7727a;Advanced;1;4;2;1;4;1;4;;;973;0.78125;7;1;24.867800000000003
187;12;8;-3;8/4p1k1/8/8/1p6/2K1P3/8/8;Der König auf c3 schlägt den Bauern auf c4. Nach diesem Zug verbleiben nur noch die restlichen Bauern und beide Könige auf dem Brett, was in einer Pattstellung endet;5;54f1c7727a;Advanced;2;5;2;1;4;0;5;;1.0;973;0.8125;5;1;11.0414
188;8;9;-2;8/4R3/8/3B4/2Q1qk1K/5b2/8/8;Ein eleganter Angriff beginnt mit Te5, wodurch die schwarze Dame spektakulär erobert wird. Trotz des verzweifelten Verteidigungsversuchs durch den schwarzen Läufer führt die präzise Damenführung zum unvermeidlichen Matt.;3;54f1c7727a;Advanced;2;3;2;0;3;1;3;;1.0;973;0.75;7;1;37.17
192;1;7;-4;2k5/5R2/2K5/8/8/8/8/8;Matt in einem Zug durch weißen Turm;3;54f1c88a7a;Advanced;1;2;2;1;5;1;4;;;1296;0.890625;3;1;33.2098
194;3;13;-2;8/4k3/6p1/3p1pK1/2pPpP2/2P1P3/8/8;König nimmt den Läufer auf g6 und es ist eventuell eine Pattsituation;4;54f1c88a7a;Advanced;1;3;2;1;2;1;5;;;1296;0.703125;11;1;58.8009
195;11;8;1;8/3n3k/8/1pN2P2/1P3p2/8/2B5/5K2;f5 Bauer geht voran und kann eine Dame entwickeln, jedoch kommt König eventuell voraus von h7 auf f7;5;54f1c88a7a;Advanced;2;4;2;1;4;1;1;;;1296;0.75;9;1;39.3785
199;6;11;-1;8/5k2/5p2/3p1P1p/3P3P/5p2/5P2/5K2;Auch hier sind alle bauern gestoppt und können nicht voranschreiten.;5;54f1c88a7a;Advanced;2;5;2;1;4;1;5;;;1296;0.734375;10;1;46.5807
201;2;8;0;4B1kr/2B5/6p1/3N3p/8/8/3K4/8;Die beiden weißen Läufer kontrollieren zentrale Linien und bedrohen die Position des schwarzen Königs, der nur noch wenige Fluchtmöglichkeiten hat. Der Springer auf d5 verstärkt den Druck und stellt eine Gabelgefahr dar, während der schwarze Turm auf h8 nahezu blockiert ist.;5;54f1b2f07a;Advanced;1;5;2;0;3;1;4;;1.0;808;0.75;8;1;28.715300000000003
203;5;14;-5;2r3k1/8/2q5/3N1p1p/4P1p1/5P2/3K4/8; Schwarz in Zugzwang. Material-Verlust unausweichlich;4;54f1b2f07a;Advanced;1;4;2;1;4;1;1;;;808;0.640625;9;1;29.2232
206;14;12;-1;8/8/P7/2p1kBp1/3b2Pp/5K1P/2P5/8;Das ist einfach eine ähnlcihe Situation, die nicht unbedingt in einem Remi enden muss.;1;54f1b2f07a;Advanced;1;4;2;1;2;1;4;;;808;0.953125;11;1;25.0469
207;12;8;-1;8/8/8/3p4/3Ppk2/4P3/5Pq1/7K;König auf h1 schlägt die Dame auf b2. Nach diesem Schlag verbleiben nur noch die Bauern und beide Könige auf dem Brett, was in einer Pattstellung resultiert.;5;54f1b2f07a;Advanced;2;5;2;1;4;1;2;;;808;0.765625;7;1;34.4119
211;2;8;-1;3pk1n1/2QR4/4N3/8/8/8/8/2K5;Klassische 7. Reihe Dominanz mit Mattdrohung. Springer schneidet Fluchtfelder ab, Bauer behindert eigenen König.;5;54f1b4087a;Advanced;2;5;2;1;5;1;1;;;944;0.765625;7;1;21.4247
212;1;7;-1;8/7P/8/8/8/K7/2b4R/k7;Weiß hat den schwarzen König auf der a-Linie gefangen und der weiße Bauer droht zu einer Dame zu werden;3;54f1b4087a;Advanced;2;1;2;1;4;1;2;;;944;0.8125;6;1;30.986
213;5;14;-9;r3q3/5k2/8/3N4/8/8/3K4/8;Unparierbare Gabel vorbereitet. Springer zielt auf c7. Dreifach-Angriff folgt. Schwarze Hauptfiguren in der Falle.;4;54f1b4087a;Advanced;1;4;2;1;4;1;4;;;944;0.71875;5;1;24.2842
214;3;13;-3;8/8/6k1/5pP1/4pP2/3pP2K/3P4/6B1;Eine ähnliche Situation wie vorher;4;54f1b4087a;Advanced;1;3;2;1;2;1;3;;;944;0.734375;10;1;38.338
215;11;8;0;8/2k5/5b2/P3p1p1/3P1B2/8/2K5/8;Eine weitere ähnliche Situation wie im anderen;5;54f1b4087a;Advanced;1;5;2;1;4;1;4;;;944;0.765625;8;1;20.5897
216;14;12;-1;8/p7/P7/4kBp1/3b2Pp/1P3K1P/8/8;Das ist zwar kein Remi, aber zeigt, wie ein anders Spiel hätte verlaufen können.;4;54f1b4087a;Advanced;2;4;2;1;2;1;2;;;944;0.984375;11;1;27.8613
221;2;8;-2;Rrk5/8/2BQ4/3K4/8/8/8/8;Turm fixiert König, Dame und Läufer bilden tödliche Batterie. Schwarzer Turm blockiert vitale Fluchtroute;5;54f1b52a7a;Advanced;2;5;2;1;5;1;4;;;1201;0.828125;6;1;29.8622
222;1;7;-2;8/4P3/N1k1K3/8/1R6/8/8/8;"Die Stellung spitzt sich dramatisch zu: Der Bauer transformiert zur Dame, eine tickende Zeitbombe. Der Springer, wir ein Stilett, durchbohrt die königliche Verteidigung. Turm und Läfer - Verzeihung, Turm und König - riegeln die Fluchtwege hermetisch ab. Diese Konstellation erinnert an Nimzowitschs berühmte ""Belagerungstechnik"", nur dass hier der eigene König als Angriffsfigur brilliert";3;54f1b52a7a;Advanced;1;4;2;1;4;1;4;;;1201;0.84375;5;1;13.4962
231;2;8;-3;8/8/6kp/3N4/2Q5/5R2/8/8;"schwarzer Bauer auf h6
Gespannte Gabel-Stellung mit Mattdrohungen. König exponiert, eigener Bauer schränkt Verteidigung ein.";5;54f1b6567a;Advanced;1;5;2;0;3;1;4;;1.0;1118;0.796875;5;1;35.1652
233;5;14;-9;7r/5q1k/4r3/8/8/5N2/6K1/8;Stellung für zwangsläufige Gabel vorbereitet. Sg5 nächster Zug. König h7, Dame f7, Turm e6 im Visier. Schwarz hilflos.;4;54f1b6567a;Advanced;2;4;2;1;4;1;3;;;1118;0.703125;5;1;20.5754
236;14;12;-6;8/8/8/4k1p1/6Pp/5K1P/8/8;Ein klares remi, allerdings mit weniger schachfiguren;3;54f1b6567a;Advanced;2;3;2;1;4;0;3;;1.0;1118;0.90625;6;1;20.9738
238;8;9;-4;R2rk1q1/8/8/7K/3Q4/1B6/8/8;Die Dame auf d4 nimmt den Turm auf d8, schach matt.;4;54f1b6567a;Advanced;1;4;2;0;3;1;4;;1.0;1118;0.75;5;1;23.207600000000003
239;6;11;-6;8/2k5/1p2p3/2P5/4K3/8/8/8;Endet im Remi;5;54f1b6567a;Advanced;2;5;2;0;3;1;4;;1.0;1118;0.75;5;1;33.5477
240;15;12;-7;8/8/8/8/2b3K1/3k4/4P3/5B2;Endspiel mit 1ner Figur;3;54f1b6567a;Advanced;1;3;2;1;4;1;4;;;1118;0.75;5;1;29.4413
242;1;7;0;7k/8/3P1NKN/8/3P4/8/4p3/8;Weißes Pferd kann von h6 auf f7 springen um ein schachmatt herbezuzuabern.;3;54f1b76e7a;Advanced;1;4;2;0;3;1;4;;1.0;1427;0.828125;7;1;39.4349
243;5;14;-8;r3b2k/2N5/4q3/8/8/8/8/6K1;Gabel ohne Ausweg. Sg7 als Schlüsselzug. König, Dame, Turm im Fadenkreuz.;1;54f1b76e7a;Advanced;1;4;2;1;4;1;4;;;1427;0.703125;6;1;35.7075
244;3;13;-2;8/8/6k1/6p1/5pPp/4pP1P/4P1K1/7B;Patt;5;54f1b76e7a;Advanced;1;4;2;1;1;1;2;;;1427;0.734375;11;1;42.4198
245;11;8;2;8/3kr3/3r1p2/p2R3P/P3R3/3K4/8/8;eine weiterer eventueller Patt Situation;2;54f1b76e7a;Advanced;1;4;2;1;4;1;5;;;1427;0.75;10;1;36.7326
246;14;12;-1;8/1p6/8/2p1kBp1/3b2Pp/1P3K1P/8/8;Mir ist nichts besseres eingefallen.;3;54f1b76e7a;Advanced;2;5;2;1;2;1;4;;;1427;0.953125;11;1;39.0804
247;12;8;0;8/1p6/p7/P1p1k3/2P5/3PK3/8/8;ICh habe die Situation gleich aufgebaut..;2;54f1b76e7a;Advanced;2;5;2;1;1;1;2;;;1427;0.96875;8;1;32.0031
248;8;9;1;5r1k/5p1p/5P1N/2p5/3P4/8/8/K5R1;Gleiches Blatt wie vorher.;4;54f1b76e7a;Advanced;2;4;2;1;2;1;3;;;1427;0.953125;10;1;45.077
250;15;12;-5;6b1/6p1/1K4P1/3k4/2P5/1B6/8/8;Ein ednspiel mit 3 Figuren, die noch übrig sind.;3;54f1b76e7a;Advanced;1;3;2;1;4;1;2;;;1427;0.71875;7;1;36.2927
252;1;7;2;7k/8/6KN/2B5/PqP5/1p6/b7/8;Schachmatt in nur einem Zug durch c5 zu d4;3;54f1b8907a;Advanced;1;5;2;1;5;1;1;;;1275;0.796875;9;1;28.7672
254;3;13;-2;b1k5/p1p5/PpPpK3/1P1P4/8/8/8/8;König bremst den anderen König aus. Ein remi;3;54f1b8907a;Advanced;2;3;2;1;2;1;1;;;1275;0.625;11;1;37.2102
261;2;8;-2;5k2/4q3/8/8/7B/6Q1/8/4RK2;Bedrohliche Ausrichtung auf e7-Schwachpunkt. Läufer fixiert e7 und Turm.;5;54f1b9b27a;Advanced;1;2;2;1;3;1;2;;;1144;0.796875;6;1;34.7785
262;1;7;-2;8/1P6/1k1K4/4n3/R7/8/8/8;Ein fulminantes Finale zeichnet sich ab: Bauernverwandlung mit Schach als Auftakt, Turm und König stehen zum finalen Schlag bereit – Aljechin'sche Präzision im Endspiel.;4;54f1b9b27a;Advanced;1;4;2;1;5;1;5;;;1144;0.8125;5;1;37.1559
263;5;14;-9;8/8/5n2/8/4N3/2q5/3k1r2/8;Klssiceh Taktiken im Schach ist der koordinierte Angriff auf König, Dame und Turm in einem einzigen Zug. Diese beeindruckende Konstellation, in Fachkreisen als Königsgabel bekannt, stellt eine ernsthafte Bedrohung für den Gegner dar.;4;54f1b9b27a;Advanced;1;4;2;1;4;1;4;;;1144;0.734375;5;1;25.7213
265;11;8;-5;8/8/4k2P/8/8/3K4/8/8;Der Bauer kann eine Dame machen auf h8, schhwarz verliert.;5;54f1b9b27a;Advanced;1;4;2;1;4;1;3;;;1144;0.828125;3;1;33.4618
266;14;12;-3;8/8/8/2p1kBp1/3b2Pp/5K1P/8/8;Die Langeweile setzt langsam ein... wieso ist das eine wichtige Position?;5;54f1b9b27a;Advanced;2;4;2;1;2;1;5;;;1144;0.953125;9;1;30.0741
269;6;11;-3;8/8/k7/pp6/1pP5/1P1K4/P7/8;Eine kleine Bauernansammlung im Endspiel.;5;54f1b9b27a;Advanced;2;4;2;1;4;1;5;;;1144;0.703125;8;1;34.233000000000004
271;2;8;-2;8/k7/1p6/P1N5/8/1Q6/8/2K5;Netzmattkonstellation am Damenflügel. Springer kontrolliert kritische Felder, Bauer schnürt ein.;5;54f1baca7a;Advanced;1;5;2;1;4;1;5;;;1121;0.78125;6;1;24.9623
272;1;7;-2;r7/8/k1B5/2K5/8/8/7Q/8;h2 auf a1 resultiert auf Schachmatt.;3;54f1baca7a;Advanced;1;4;2;1;5;1;5;;;1121;0.828125;5;1;31.2273
273;5;14;-9;2r1q3/7k/3N4/8/8/8/3K4/8;Springer d6 droht. Dame undTurm gleichzeitig angegriffen. Schwarz ist machtlos.;4;54f1baca7a;Advanced;1;2;2;1;4;1;4;;;1121;0.71875;5;1;29.7102
274;3;13;-10;8/2k5/8/8/8/5N2/3K4/8;Remi;4;54f1baca7a;Advanced;1;3;2;1;4;1;4;;;1121;0.75;3;1;9.0799
275;11;8;-1;8/8/2kB3P/1p5p/8/4b3/4K3/8;schwarz könnte im Vorteil sein, doch weiß bekommt die Dame früher durch Aufopferung von d6 Läufer;5;54f1baca7a;Advanced;2;4;2;1;4;1;2;;;1121;0.78125;7;1;26.0424
276;14;12;-3;8/8/8/2p1kBp1/3b2Pp/1P3K2/8/8;Dieses mal wird schwarz gewinen. aber diese Position regt nicht an um analogien zu finden...;3;54f1baca7a;Advanced;2;4;2;1;2;1;3;;;1121;0.953125;9;1;25.1121
277;12;8;-3;8/4Kp2/4p3/8/8/3kB3/8/8;Weißer König auf e7 sammelt Bauern auf f7 und e6.Schwarzer König sammelt den weißen Läufer auf e3;5;54f1baca7a;Advanced;2;5;2;1;4;1;4;;;1121;0.828125;5;1;17.5075
282;1;7;-2;3k4/2R5/1N1K2n1/8/8/8/8/8;Weißer Tum von c7 auf Grundlinie wird gedeckt durch Springer;3;54f1bbec7a;Advanced;1;4;2;1;5;1;3;;;1279;0.828125;5;1;12.5161
283;5;14;-9;8/5q1k/4b3/6N1/8/8/3K4/8;Springer g5 droht. König, Dame, Turm gleichzeitig angegriffen. Weiß am Zug, Schwsarz machtlos. Partie praktisch gewonnen.;4;54f1bbec7a;Advanced;1;4;2;1;4;1;5;;;1279;0.71875;5;1;33.9756
284;3;13;-9;8/2k5/3b4/8/8/4B3/3K4/8;Läufer können sich gegenseitig auspielen eine Pattsituation;4;54f1bbec7a;Advanced;1;3;2;1;4;1;4;;;1279;0.734375;4;1;34.921
285;11;8;-2;8/6P1/2k5/1p1n4/8/4N3/4K3/8;Bauer wird zur Dame auf g8;5;54f1bbec7a;Advanced;1;4;2;1;4;1;5;;;1279;0.796875;6;1;31.9531
286;14;12;-4;8/2k1p3/3n1n2/8/1B2N3/3K1P2/8/8;trotz überzahl von Schwarz könnte dies in ein Remi enden.;3;54f1bbec7a;Advanced;2;4;2;0;3;1;2;;1.0;1279;0.703125;8;1;32.1385
290;15;12;-7;8/4kr2/8/2KR4/3p4/8/8/8;total ausgeglichenes Spiel nur mit weniger figuren und Türmen anstelle der Läufer.;3;54f1bbec7a;Advanced;1;3;2;1;4;1;4;;;1279;0.765625;5;1;39.6259
291;2;8;0;8/6kb/6p1/4N2Q/6P1/8/5R2/2K5;potentielles Damenopfer auf h7 bahnt sich an. Springer deckt Dame und droht Gabel, Bauer verhindert Verteidigung.;5;54f1bd047a;Advanced;1;5;2;1;4;1;5;;;1436;0.796875;8;1;34.1154
292;1;7;-2;3k4/1R6/4K3/1N6/8/8/8/r7;Die B-Linie führt zu einem klarem Schachmatt durch weißen Turm und springer;3;54f1bd047a;Advanced;1;4;2;1;5;1;5;;;1436;0.8125;5;1;17.5042
293;5;14;-9;8/5q2/8/4k3/8/5N1r/2K5/8;Unvermeidbare Gabel aufgebaut. Springerzug nach g5 bringt's. Schwarze Hauptfiguren auf f7 gefesselt.;4;54f1bd047a;Advanced;1;4;2;1;4;1;5;;;1436;0.71875;5;1;37.6069
294;3;13;-10;8/2k5/8/8/8/4BK2/8/8;Das ist eine Pattsituation;4;54f1bd047a;Advanced;1;3;2;1;4;1;4;;;1436;0.75;3;1;29.5094
295;11;8;-1;8/5p2/3k1bK1/3p4/3PP3/8/8/8;Das läuft auf ein Remi raus...;5;54f1bd047a;Advanced;1;1;2;1;4;1;4;;;1436;0.765625;7;1;23.8423
297;12;8;-3;8/8/1k1p4/3p4/1PK5/8/8/8;Die Bauern werden von den Königen aufgesammelt und dann ist es ein klassisches Remi;5;54f1bd047a;Advanced;2;3;2;1;4;1;4;;;1436;0.8125;5;1;36.5573
299;6;11;-3;8/8/1k6/2p5/1pP4p/1P5P/K7/8;bauern werden gegeseitig eingesetzt und keiner kann durchdringen.;1;54f1bd047a;Advanced;2;5;2;1;4;1;2;;;1436;0.703125;8;1;21.2889
302;1;7;2;8/2Q5/1R6/k1bK4/8/4pnP1/5R2/8;Dame zieht von c7 auf a7 und bereitet ein Schachmatt mit Absprache vom Turm auf b6;3;54f1a7a67a;Advanced;2;1;2;1;5;1;5;;;1290;0.75;9;1;35.4957
303;5;14;-7;8/8/3q4/1n4p1/4N1K1/8/3k1r2/8;"Angriff auf die drei mächtigsten Figuren aus: König, Dame und Turm. Schachexperten verwenden für diese raffinierte Konstellation den prägnanten Begriff ""Königsgabel"".";4;54f1a7a67a;Advanced;1;4;2;1;4;1;4;;;1290;0.6875;7;1;36.0162
304;3;13;-9;4k3/3n4/8/8/5N2/5K2/8/8;Zwei Pferde die sich auseinander spielen können. ;4;54f1a7a67a;Advanced;1;3;2;1;4;1;4;;;1290;0.734375;4;1;30.610100000000003
307;12;8;1;8/1n4k1/2p1q3/2b3N1/1P6/5P2/3K4/8;Springer nimmt von g5 auf e6 die schwarze Dame und gibt ein Schach der Dame, dann kann er den Läufer auf c5 attackieren, doch der schwarze Springer auf b7 wird Kontra geben und letztlich sollten 2 Bauern Figuren übrigen bleiben.;5;54f1a7a67a;Advanced;2;5;2;0;3;1;4;;1.0;1290;0.765625;9;1;32.3477
308;8;9;2;5r1k/5p1p/5P1N/1p6/1P6/4B1R1/8/K7;Genau das Gleiche Brett. mIr fiel nicht ein.;4;54f1a7a67a;Advanced;1;4;2;0;3;1;3;;1.0;1290;0.90625;11;1;39.1448
311;2;8;-1;8/3p1p2/4k3/5N2/3Q2P1/8/8/2K5;Zugzwang für den schwarzen König. Pferd blockiert den Rückzug des Königs.;5;54f1a8c87a;Advanced;1;5;2;1;5;1;5;;;1106;0.78125;7;1;21.6774
313;5;14;-9;8/8/8/3n4/4N3/2q5/3k1r2/8;Königsgabel bekannt ist. Diese brillante Manöver ermöglicht es, die gegnerischen Hauptfiguren in einem Zug zu bedrohen.;4;54f1a8c87a;Advanced;1;4;2;1;4;1;5;;;1106;0.734375;5;1;25.9875
314;3;13;-3;3k4/6p1/3p1pP1/3PpP2/4P3/3K4/8/8;Ein Remi;4;54f1a8c87a;Advanced;1;3;2;1;2;1;2;;;1106;0.78125;10;1;34.3758
318;8;9;-1;5rRk/5p1p/5P1N/8/8/8/8/4K3;Ein Schritt weiter im Spiel;4;54f1a8c87a;Advanced;1;4;2;1;2;1;1;;;1106;0.921875;8;1;22.487800000000004
322;1;7;0;7k/5NR1/3n3P/8/8/8/8/3K4;Ich habe es einfach nachgebaut;3;54f1a9e07a;Novice;2;1;2;1;5;1;2;;;565;0.84375;7;1;43.3671
324;3;13;-2;8/4pk2/3pPp2/2pP1Pp1/2P3K1/8/8/8;einfach nur ähnlich;2;54f1a9e07a;Novice;2;3;2;1;2;0;2;;1.0;565;0.734375;11;1;46.603100000000005
328;8;9;0;4r1k1/4P1p1/4p1N1/8/8/8/4p3/2K3R1;Der Block ist noch da... ;3;54f1a9e07a;Novice;1;4;2;1;2;1;2;;;565;0.78125;9;1;60.2077
331;2;8;-2;R7/2R2Nkr/8/8/8/4K3/8/8;weißer Turm attackiert indirekt den schwarzen König sobald sich das wieße Pferd entfernt...;5;54f1ab027a;Novice;2;5;2;1;4;1;4;;;683;0.890625;6;1;35.6236
345;11;8;1;8/6p1/p2k3p/2P2p2/3K3P/5P2/8/8;Bauern haben eine Pattsituation;5;54f1ac247a;Novice;1;5;2;1;4;1;3;;;512;0.8125;9;1;31.072
353;5;14;-6;r3k3/7q/1P2N3/6p1/2K5/6B1/8/8;Unparierbare Gabel vorbereitet. Springer zielt auf c7.;2;54f1ad507a;Novice;1;2;2;1;4;0;3;;1.0;594;0.6875;8;1;46.8993
358;8;9;-3;5r1k/5p1p/5P1N/8/8/8/8/2K5;Weiß kann vielleicht noch gewinnen;4;54f1ad507a;Novice;2;3;2;1;2;1;1;;;594;0.9375;6;1;55.3428
366;14;12;-5;8/8/8/1b1k1B2/2b3B1/5K1B/8/8;Bauern ausgetauscht mit Läufern;3;54f1ae687a;Novice;2;2;2;1;4;1;1;;;487;0.796875;7;1;59.2967
369;6;11;-4;8/1kP1p3/2PpP3/3K4/8/8/8/8;da passiert nicht mehr;2;54f1ae687a;Novice;2;3;2;1;4;1;1;;;487;0.703125;7;1;45.991800000000005
371;2;8;0;8/qkN3RR/8/3p2P1/8/8/8/4K3;weiße Spieler kann die Dame des gegners vom Brett nehmen, wenn Pferd bewegt wird;4;54f1af8a7a;Novice;1;3;2;1;1;1;1;;;671;0.859375;8;1;32.4711
375;11;8;1;8/8/1P1k4/3P1pp1/6P1/7p/5K1P/8;Viele Bauern die weit verstreut sind;1;54f1af8a7a;Novice;2;2;2;1;4;1;2;;;671;0.734375;9;1;31.3189
376;14;12;0;8/p7/P1p5/2kb1Bp1/6Pp/1P3K1P/8/8;Das ist ziemlich das gleiche mit den gleichen Figuren;1;54f1af8a7a;Novice;2;2;2;1;2;1;4;;;671;0.921875;12;1;49.3548
379;6;11;1;8/8/7k/4pPpp/3pP1P1/2pP3K/2P5/8;Nichtr groß geändet..;2;54f1af8a7a;Novice;1;3;2;1;2;1;1;;;671;0.96875;12;1;35.4029
382;1;7;-1;8/8/b2n4/8/8/5N2/6R1/4K2k;Weiß hat den schwarzen König unter Kontrolle gebracht;2;54f1b0a27a;Novice;2;3;2;1;5;1;1;;;532;0.796875;6;1;27.509899999999995
385;11;8;0;8/1p6/p4k2/3p4/P2P3P/5K2/8/8;Das gleiche Bild wie vorher;1;54f1b0a27a;Novice;2;2;2;1;1;1;3;;;532;0.875;8;1;57.6462
387;12;8;0;8/6n1/1p1k4/p4N2/3P1P2/3K4/8/8;Ein Remi, oder vielleicht ach icht;3;54f1b0a27a;Novice;2;2;2;1;4;1;2;;;532;0.765625;8;1;37.9211
